,EP_UNEMP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_NOVEH,EP_NOINT,RPL_THEME3,treatment,outcome,embed_idx
3364,3.4,43.8,12.4,29.1,2.4,0.0,9.1,0.4,2.3,24.3,0.0204,12.3,21.92000391649837,3560
3365,6.6,15.1,29.0,18.0,5.7,8.3,38.9,1.5,3.3,12.8,0.3077,17.7,26.633129657113624,3561
3366,0.0,13.6,33.2,12.3,1.4,0.6,29.9,0.1,0.4,20.6,0.2063,18.5,19.350851236152184,3562
3367,5.2,14.7,32.2,10.3,10.1,12.0,76.1,7.1,2.2,17.6,0.6748,28.4,36.57375989670014,3563
3368,6.2,19.4,23.0,10.3,1.8,0.7,8.2,0.0,1.8,11.9,0.0152,11.6,11.67065968741946,3565
3369,3.7,9.3,21.6,8.9,13.7,6.1,70.8,66.9,12.2,2.6,0.627,4.8,18.192555523171418,3566
3370,9.4,9.0,33.8,9.4,13.8,3.3,86.6,0.0,0.0,14.4,0.7799,13.1,31.53707219728293,3567
3371,0.7,21.4,23.9,13.1,2.8,7.5,35.4,17.4,10.9,3.2,0.2675,13.4,11.63787761329542,3568
3372,5.9,11.7,20.0,13.4,18.2,20.8,98.7,1.9,6.9,31.8,0.9669,38.5,48.632155921079935,3571
3373,2.1,15.9,23.6,8.0,0.0,0.0,59.2,3.5,4.0,3.8,0.5194,7.4,14.946333462347509,3572
3374,2.3,10.3,33.9,4.8,6.6,0.6,23.7,0.0,3.9,1.0,0.1406,1.0,19.23951591373048,3573
3375,2.1,25.1,17.7,19.2,2.8,0.0,12.4,0.0,5.9,19.8,0.039,12.1,21.344331477647906,3574
3376,5.3,11.3,26.2,12.8,9.9,13.4,61.6,18.9,8.9,20.1,0.5422,26.1,30.582838928982063,3575
3377,6.2,8.9,35.1,8.6,13.5,16.7,99.0,5.0,11.7,31.6,0.9733,39.1,41.32498748348223,3576
3378,3.1,18.7,14.8,9.2,6.3,0.7,17.1,11.6,0.8,6.2,0.0755,3.4,12.94051324933173,3577
3379,6.3,9.5,18.6,7.2,6.2,0.3,84.5,0.9,8.5,7.6,0.7582,4.0,14.994326105450918,3578
3380,6.9,12.1,18.7,23.8,16.8,14.0,89.6,3.3,19.6,26.7,0.8163,34.9,45.232289338899335,3579
3381,7.7,8.9,25.6,5.9,0.5,4.8,46.5,29.1,6.3,4.4,0.3922,5.7,12.45441673683716,3581
3382,4.1,22.4,18.9,20.2,1.6,6.8,35.0,0.3,2.6,36.2,0.2626,10.2,20.503373177641905,3582
3383,9.2,5.8,39.8,10.5,16.4,12.3,94.0,45.2,7.1,6.2,0.8797,29.5,42.308989224974695,3583
3384,8.4,14.4,23.5,15.4,2.5,4.9,54.9,10.1,8.1,15.6,0.4779,16.9,16.25183433277543,3587
3385,4.2,15.7,25.0,20.3,14.0,3.7,68.2,2.5,16.5,31.1,0.604,29.7,52.84133086057877,3588
3386,7.9,19.5,28.4,12.8,9.1,5.1,76.7,29.7,9.5,2.8,0.6811,11.8,20.1923028673442,3589
3387,10.5,23.1,23.5,16.7,9.2,3.3,23.9,0.0,2.7,14.3,0.1433,14.7,28.33981320531405,3590
3388,17.7,2.7,30.6,13.1,16.3,19.2,86.2,58.4,25.3,26.2,0.7758,17.5,58.837735009479424,3591
3389,2.8,8.5,23.2,6.5,0.0,11.8,72.0,56.6,8.6,32.1,0.638,19.8,29.021542354979484,3592
3390,3.2,16.7,18.0,13.4,10.9,7.7,82.2,0.0,2.5,10.3,0.7326,12.9,17.39172725095084,3593
3391,0.0,12.8,33.5,17.6,16.8,3.2,36.6,0.0,1.4,5.9,0.2807,23.7,31.863476878894435,3595
3392,9.2,12.2,20.1,11.8,11.5,5.1,41.9,54.5,5.4,4.6,0.3464,7.1,19.583125823264805,3596
3393,13.6,12.5,20.0,12.9,6.1,7.6,72.2,36.4,18.2,11.9,0.6395,16.5,31.8693079674159,3597
3394,2.7,7.9,34.7,8.7,11.1,1.6,52.1,18.9,1.0,4.3,0.4506,3.6,8.702293795164078,3598
3395,5.2,16.8,24.7,15.5,10.9,5.7,36.6,0.4,8.4,18.5,0.2807,23.3,25.87294424778569,3599
3396,2.0,7.9,31.3,10.0,14.8,1.2,57.7,0.8,5.2,9.1,0.5073,6.8,12.466428271207016,3600
3397,4.2,11.7,22.4,9.9,6.9,11.2,75.7,2.5,13.3,20.5,0.6711,25.2,32.8754234505131,3601
3398,3.5,21.8,15.2,12.5,2.8,0.3,25.0,0.1,0.4,6.6,0.1558,15.7,14.121460651100032,3602
3399,2.0,3.3,31.2,11.0,3.3,19.4,99.4,0.0,0.2,12.6,0.9803,36.4,31.633023648600343,3603
3400,7.0,14.7,23.9,7.8,13.2,17.1,89.3,0.0,12.0,7.2,0.8116,32.3,33.235530514179196,3604
3401,5.1,10.6,38.3,7.6,3.7,1.6,35.0,0.1,2.1,8.0,0.2626,11.1,25.72347875154985,3605
3402,7.2,18.2,24.0,9.5,5.9,2.2,39.0,20.7,8.9,10.9,0.309,14.3,18.600702572699788,3606
3403,5.6,12.8,26.0,17.8,15.8,8.2,90.3,0.0,3.3,13.5,0.8246,19.0,25.083622695242777,3607
3404,1.0,17.9,18.2,3.9,7.8,0.0,36.7,62.3,2.5,2.1,0.2815,1.4,6.248095182695157,3608
3405,0.0,14.2,36.0,18.5,10.4,1.8,61.8,8.1,0.0,9.5,0.5438,15.5,27.30836690215686,3609
3406,2.1,4.8,7.5,6.1,0.0,0.9,33.4,70.0,11.5,4.0,0.2443,14.3,9.36632159261432,3610
3407,4.3,22.5,25.8,11.9,14.2,0.5,26.5,0.0,7.7,15.7,0.1709,15.4,20.90641706210082,3611
3408,1.9,12.0,26.8,7.2,1.2,0.6,22.4,0.0,0.0,0.8,0.1282,2.6,1.2762502223296055,3612
3409,6.1,17.4,15.8,28.3,3.6,0.0,39.0,51.5,3.8,6.5,0.309,4.6,17.175337468505894,3613
3410,5.1,9.8,29.3,9.2,3.7,5.5,54.8,0.7,0.8,5.9,0.4766,18.5,16.45057204529296,3614
3411,4.4,12.1,25.7,11.7,6.6,4.6,71.2,0.0,1.1,2.7,0.6304,6.0,12.18527767987456,3615
3412,6.4,7.2,28.0,8.8,15.4,17.0,97.8,40.2,6.6,34.2,0.9461,32.5,49.45035412595597,3616
3413,1.1,22.3,18.7,16.3,6.9,0.6,28.1,0.0,2.8,6.8,0.1887,2.6,8.744485840236596,3617
3414,6.6,22.5,14.9,13.9,0.9,1.6,88.5,32.6,4.0,5.4,0.8036,2.8,12.981930143531892,3618
3415,2.8,13.0,26.8,5.1,1.2,0.4,29.1,0.0,3.9,5.5,0.1987,0.9,6.03484531707738,3619
3416,2.6,8.0,21.8,9.9,7.1,16.4,64.2,50.4,12.3,19.1,0.5664,23.0,39.46463134023461,3620
3417,8.8,45.8,17.0,34.5,9.3,19.0,92.3,64.7,50.0,41.0,0.8534,13.2,57.66533479818342,3621
3418,11.0,8.8,27.2,8.8,2.4,7.0,56.2,1.2,1.3,9.7,0.4927,25.6,23.28030305685404,3622
3419,0.5,20.9,24.4,13.7,7.0,9.7,55.6,14.4,9.4,24.1,0.4858,21.6,30.839422155375647,3623
3420,22.3,10.3,25.2,6.9,8.7,6.8,80.0,0.0,0.8,3.6,0.7147,10.7,18.116201302765877,3624
3421,4.7,12.8,23.9,17.7,3.3,1.5,10.6,9.2,3.6,8.8,0.028,11.6,22.375684127549363,3625
3422,2.8,4.9,28.7,6.8,4.6,25.0,97.6,0.0,1.5,17.3,0.9426,34.9,26.41826911529759,3626
3423,1.9,10.7,21.1,4.9,7.0,1.1,51.0,34.8,3.6,1.0,0.4388,1.8,4.891984633516312,3627
3424,4.8,13.5,27.8,14.1,2.7,0.6,21.9,1.3,0.9,3.9,0.123,4.4,1.1889880554016496,3628
3425,9.7,22.8,17.0,22.2,4.7,2.2,29.4,1.8,2.2,20.5,0.2006,13.0,26.961267227727824,3629
3426,14.2,19.5,19.7,17.0,6.1,0.8,43.1,16.9,3.5,9.1,0.3576,8.5,4.6120459117016175,3630
3427,0.0,3.9,27.9,8.5,13.0,23.6,61.7,22.1,9.2,17.4,0.5429,31.4,35.83733295184779,3631
3428,2.2,15.6,25.4,12.3,11.2,7.4,64.7,12.6,7.2,13.8,0.5726,24.3,39.06771630623324,3632
3429,5.4,7.2,30.2,12.9,23.9,6.8,98.1,46.1,2.2,6.9,0.952,24.7,30.45753798689779,3633
3430,21.5,18.9,19.9,21.4,15.8,0.7,100.0,35.3,16.9,38.2,0.9892,14.0,21.271686016852875,3634
3431,4.4,20.0,21.5,11.3,6.4,7.8,61.3,0.0,1.4,21.2,0.5388,22.8,16.851893449423322,3635
3432,1.5,8.3,31.4,7.5,5.5,25.8,87.2,20.3,9.6,22.1,0.7855,48.0,37.33071788503991,3636
3433,2.5,15.0,27.6,13.6,10.6,7.5,69.8,18.6,3.0,15.7,0.6177,10.0,28.019396392095143,3637
3434,5.0,14.6,20.5,11.6,6.2,3.7,41.0,17.9,3.5,7.6,0.335,3.0,16.19742209633442,3638
3435,8.1,8.2,25.4,8.5,20.3,1.1,59.8,19.3,2.8,4.9,0.5244,5.9,11.0479695619376,3639
3436,10.8,3.4,30.5,6.4,19.4,0.2,29.4,2.7,0.4,9.8,0.2006,4.1,18.465005875579088,3640
3437,20.9,11.0,32.0,13.5,15.4,0.7,69.9,5.0,5.9,17.5,0.6183,12.5,35.382620468683,3641
3438,4.4,18.4,27.1,16.3,3.9,0.7,24.1,0.9,0.0,4.1,0.1453,1.2,9.81073063732418,3642
3439,2.2,24.3,15.1,22.5,2.9,0.4,28.2,0.0,3.8,21.0,0.1904,17.7,22.524856714065734,3643
3440,9.8,3.6,26.3,6.8,14.5,14.6,93.7,58.2,2.6,10.8,0.875,32.6,33.02297732035204,3644
3441,0.0,12.5,28.8,14.1,4.3,2.4,22.7,1.2,0.0,6.7,0.1314,11.2,15.62546223344262,3645
3442,4.9,7.8,35.6,5.8,10.9,21.2,60.8,5.0,1.8,14.2,0.5342,22.7,27.264093925410815,3646
3443,2.9,16.6,23.1,13.9,4.9,3.1,55.6,0.9,4.4,26.2,0.4858,24.9,19.108851535955992,3647
3444,8.2,7.4,37.1,6.6,18.7,12.5,61.7,29.3,12.6,26.1,0.5429,29.5,65.01072996650689,3648
3445,0.7,18.2,13.3,10.1,6.6,10.9,70.9,21.5,13.4,21.6,0.6275,20.9,26.805043695948363,3649
3446,0.0,20.3,20.3,16.5,4.0,0.0,8.8,0.0,0.8,9.3,0.0185,0.7,7.562244674896427,3650
3447,13.7,20.0,30.6,22.0,10.6,8.8,72.4,4.4,15.9,38.1,0.6414,30.9,55.38681316096474,3651
3448,1.0,12.5,21.5,11.7,5.2,0.3,27.2,1.3,0.0,4.3,0.1783,6.1,4.152165446985151,3652
3449,7.8,8.7,13.9,3.6,1.5,4.6,64.1,48.4,14.3,0.3,0.5659,2.6,16.185733213598454,3653
3450,12.1,3.5,34.5,7.6,12.2,24.9,92.0,88.5,11.0,9.6,0.848,46.4,54.9288180192644,3654
3451,5.8,15.3,24.6,14.0,5.8,6.7,47.3,0.0,1.1,13.6,0.4003,28.8,15.285018267398216,3655
3452,0.8,4.9,19.0,15.6,9.0,2.7,65.9,25.7,8.4,14.4,0.5847,10.1,29.426922991241245,3657
3453,3.7,15.2,25.8,11.1,6.4,0.3,51.5,0.9,1.7,1.5,0.4439,1.6,15.144180713788543,3658
3454,3.1,12.6,15.8,27.6,4.1,8.2,86.9,1.9,13.5,22.3,0.7827,26.9,33.53440889422831,3659
3455,1.0,5.7,27.9,9.2,14.2,9.0,84.0,0.0,3.5,3.7,0.7519,8.5,10.86701066975714,3660
3456,7.7,19.8,18.0,21.5,0.5,4.1,47.9,4.5,9.3,27.3,0.4065,20.0,27.131426307797664,3661
3457,6.9,23.3,24.9,12.7,8.0,0.0,17.1,0.1,3.0,22.7,0.0755,15.1,23.338791574151667,3662
3458,4.1,13.6,20.8,9.2,4.2,35.6,87.7,43.4,4.1,22.0,0.7919,29.0,27.32840956388445,3663
3459,1.8,13.7,25.7,11.3,10.1,2.0,77.6,8.4,14.1,16.5,0.691,19.4,55.34951004011331,3664
3460,10.8,4.6,36.9,9.6,12.2,3.3,81.4,0.0,0.7,3.2,0.7261,3.1,8.952128496424427,3665
3461,5.2,11.9,31.5,16.3,9.0,11.6,100.0,0.0,2.4,36.3,0.9892,36.1,42.0324197902078,3667
3462,10.4,12.9,15.1,6.9,1.1,0.4,28.3,27.5,11.0,2.6,0.192,3.3,27.21064752347304,3668
3463,5.4,10.1,30.8,13.0,7.5,1.7,41.3,31.6,0.5,0.9,0.3386,3.9,19.022009107804475,3669
3464,3.1,16.2,24.8,12.4,8.4,4.4,82.8,21.3,4.2,7.4,0.739,7.9,20.952886910173785,3670
3465,10.1,7.3,39.0,12.8,18.9,13.7,95.1,15.6,19.3,8.0,0.8963,47.3,49.71940438419309,3671
3466,2.7,21.5,15.8,19.3,3.8,8.7,56.0,0.1,5.1,20.5,0.4909,24.1,19.11713717077196,3672
3467,5.7,13.6,26.3,4.2,2.8,3.8,29.4,0.0,1.9,2.8,0.2006,5.7,-0.2791513346172509,3673
3468,8.2,9.7,24.2,8.8,12.3,8.1,88.3,8.9,17.5,17.8,0.8014,36.8,57.325185232851545,3674
3469,4.9,33.5,16.8,6.9,0.7,0.0,17.3,2.3,1.8,1.4,0.0775,1.7,25.43479783934565,3675
3470,11.2,18.6,26.7,15.2,23.3,0.5,68.5,0.0,8.6,18.0,0.6057,10.8,39.09013006432026,3676
3471,0.5,8.8,8.3,10.5,8.0,2.9,81.4,27.5,0.5,10.1,0.7261,24.1,16.825460409640424,3677
3472,2.5,19.2,15.3,7.9,2.7,0.5,13.8,3.4,3.1,1.2,0.0502,3.0,-6.184376203620159,3678
3473,1.1,18.9,22.6,17.4,5.5,3.9,55.7,8.7,2.7,11.5,0.4874,13.6,28.102762425319433,3679
3474,3.5,8.1,26.6,2.7,3.4,6.1,99.6,0.0,0.0,23.3,0.9839,30.4,28.128151362408467,3680
3475,8.4,8.0,27.5,9.9,11.1,28.1,84.6,57.5,16.6,30.8,0.7596,40.7,70.93922268525982,3681
3476,5.5,9.8,30.9,7.3,0.0,0.7,12.7,0.0,0.0,0.0,0.0419,2.2,-4.480880959591053,3682
3477,7.1,12.0,26.7,7.6,11.2,3.3,44.5,0.0,2.3,9.4,0.3728,9.7,12.678324648323848,3683
3478,2.1,9.5,18.7,7.1,3.1,7.2,44.5,26.0,0.7,6.3,0.3728,6.7,20.68243205398268,3684
3479,7.6,14.1,27.3,13.5,9.3,2.2,97.7,0.0,3.6,0.7,0.9438,6.3,10.752676740745084,3685
3480,5.1,18.5,33.2,11.1,12.8,0.0,37.3,0.0,3.1,2.5,0.288,5.5,6.672908416393327,3686
3481,2.2,23.9,17.9,16.0,9.3,1.4,30.7,0.0,0.0,18.7,0.2129,11.0,15.270383824042293,3687
3482,2.6,14.1,37.1,9.6,22.1,8.6,84.7,13.0,11.9,20.6,0.7608,20.7,36.57271367262683,3688
3483,10.8,9.0,28.4,6.2,8.6,25.1,93.3,17.1,4.7,8.9,0.8687,36.8,18.914007315272208,3689
3484,1.1,12.3,26.6,18.8,11.8,9.0,99.6,17.2,5.7,23.0,0.9839,23.4,36.60181538759563,3690
3485,1.1,10.9,23.5,15.7,19.5,1.6,82.9,7.0,5.8,16.6,0.7398,9.1,23.882391797763272,3691
3486,2.0,18.6,15.5,9.9,1.3,0.0,14.9,0.0,0.0,5.0,0.0567,12.7,-2.442918779915278,3692
3487,1.7,5.1,29.1,5.5,13.9,3.4,60.3,0.5,0.6,1.9,0.5292,5.5,5.8435578833366275,3693
3488,4.7,22.5,20.0,21.9,3.5,4.9,33.2,1.8,5.3,22.6,0.2424,18.5,25.46949766202036,3694
3489,2.7,11.2,33.9,15.5,4.1,17.8,56.3,3.9,1.2,24.4,0.4936,34.4,26.05874674219847,3695
3490,1.7,10.3,22.9,5.6,5.0,6.8,92.4,36.8,5.0,1.2,0.8544,15.6,20.584705019517227,3696
3491,7.2,6.7,33.5,4.3,5.6,2.4,39.2,27.4,2.0,5.0,0.3121,2.1,7.40323816560176,3697
3492,6.6,19.2,24.3,16.8,6.2,8.3,91.6,0.8,10.1,29.5,0.8419,24.5,40.049522279996154,3698
3493,5.5,11.3,30.3,9.8,11.2,2.6,37.3,0.0,4.2,23.7,0.288,12.1,31.84837760328221,3699
3494,5.8,5.2,34.1,4.8,9.2,9.7,61.4,44.2,0.0,0.8,0.54,10.6,20.850993637442784,3700
3495,0.0,8.2,2.2,18.3,0.0,4.7,77.0,1.1,1.7,31.4,0.6847,35.9,31.004417765687695,3701
3496,3.6,14.6,34.5,12.1,7.2,5.7,63.2,2.3,3.5,14.5,0.5588,12.7,24.114706127229873,3702
3497,5.1,19.3,23.3,23.0,4.9,7.1,38.4,3.6,15.4,9.3,0.302,18.5,9.76442953078412,3703
3498,9.3,11.1,18.6,13.6,6.7,7.1,21.5,0.0,0.0,9.0,0.1193,21.6,21.69507324042021,3704
3499,10.2,16.2,19.2,22.3,6.2,2.2,39.4,2.1,6.8,11.6,0.3156,17.7,40.042780666275505,3705
3500,2.5,34.5,6.6,12.7,5.8,5.3,29.4,53.5,10.7,19.0,0.2006,5.8,12.265570912606748,3706
3501,7.8,9.4,27.0,14.2,22.6,6.6,44.7,0.0,0.0,1.2,0.3759,3.6,23.1541857941407,3707
3502,5.9,16.7,25.9,7.7,5.0,4.6,67.8,0.0,2.0,0.3,0.6013,8.2,14.95784376782947,3708
3503,0.4,20.1,21.5,11.8,4.2,0.8,17.1,12.7,0.5,2.8,0.0755,3.8,0.896478991465921,3709
3504,1.0,5.3,14.6,7.6,4.5,24.2,72.7,67.1,11.9,41.7,0.6437,25.7,47.68319550665007,3710
3505,3.8,19.2,25.0,12.2,5.6,1.6,27.1,1.6,0.5,6.9,0.1765,2.1,10.677858295622643,3711
3506,3.5,17.4,22.9,14.8,5.4,0.6,37.0,3.3,8.1,25.9,0.2849,27.2,41.43068711244079,3712
3507,5.9,10.3,28.7,7.2,6.0,16.8,77.9,9.0,2.5,4.2,0.6947,29.9,25.874107427031475,3713
3508,3.3,6.1,38.4,1.9,8.3,1.7,38.1,12.2,0.0,0.0,0.298,3.2,3.210260541751537,3714
3509,6.4,10.5,32.1,9.9,7.5,2.1,16.0,0.0,0.8,17.3,0.0664,7.5,6.95556710777813,3715
3510,3.8,20.6,26.3,5.5,3.2,8.3,43.2,3.8,1.6,1.7,0.3586,10.8,4.698401344726972,3716
3511,1.4,19.0,23.0,16.9,0.2,0.3,50.2,10.4,8.5,5.0,0.4296,10.9,14.689964194330534,3717
3512,2.5,15.2,20.9,8.4,0.5,1.6,55.3,4.0,2.3,6.2,0.4823,1.7,10.033047595567195,3718
3513,12.6,6.7,24.6,31.9,17.9,9.3,40.2,0.0,10.3,4.0,0.3259,33.3,64.05638334984104,3719
3514,4.0,33.4,16.3,10.5,4.4,4.8,43.0,4.8,2.3,12.1,0.3572,12.9,15.093009533404183,3722
3515,21.7,26.2,13.1,16.5,15.4,0.0,39.0,0.7,4.8,22.5,0.309,13.5,22.162688937782455,3723
3516,3.9,9.2,36.6,6.2,17.6,5.4,76.6,0.0,0.0,10.3,0.6802,19.2,35.566692693356885,3724
3517,6.4,13.3,26.4,13.4,4.4,34.9,96.3,6.1,16.6,18.5,0.916,48.3,84.4189953709498,3725
3518,1.6,22.5,22.7,15.3,2.7,4.2,30.7,0.0,1.2,6.5,0.2129,7.0,3.020840755761,3726
3519,6.2,19.1,23.3,21.9,4.7,16.2,97.2,0.0,11.5,35.0,0.9336,42.0,50.602436799086256,3727
3520,0.0,14.0,29.3,10.3,2.8,2.0,37.1,0.0,0.0,14.3,0.2864,16.5,16.765928858375492,3728
3521,6.9,11.8,30.6,22.0,15.7,11.1,77.8,20.3,14.2,25.1,0.6925,28.6,54.092003466900806,3729
3522,7.8,13.7,15.8,13.6,3.5,8.4,55.7,65.6,1.9,14.5,0.4874,8.2,16.61400466738418,3731
3523,2.0,16.6,26.8,9.2,9.8,0.8,23.5,6.7,2.6,0.3,0.1383,1.2,3.749479692216843,3732
3524,3.5,14.9,8.8,14.7,3.4,2.8,57.2,9.1,9.8,17.4,0.5015,9.7,29.872529049258656,3733
3525,3.7,21.3,17.8,9.9,3.1,19.4,95.4,20.7,1.7,14.7,0.9006,37.4,38.90445038402284,3734
3526,9.6,8.7,22.7,8.7,5.8,5.1,68.2,25.2,3.8,17.6,0.604,17.0,28.50092123077652,3735
3527,0.6,12.2,29.7,10.3,13.0,2.6,35.7,0.0,8.2,3.7,0.2697,22.4,24.911454446061523,3736
3528,6.7,14.0,28.2,17.1,14.3,6.0,54.6,1.4,2.6,12.2,0.474,22.0,24.54452319633737,3737
3529,4.0,10.3,24.0,5.1,6.5,4.5,48.3,16.3,1.9,0.8,0.4108,3.8,8.550657406857917,3738
3530,3.5,14.8,34.1,13.1,13.5,23.8,98.5,4.9,14.9,40.6,0.9622,44.2,56.30972264374039,3739
3531,6.6,17.8,25.9,17.9,7.2,1.1,48.0,0.7,2.6,12.2,0.4077,20.4,33.4627441680201,3740
3532,8.4,3.2,30.9,11.0,13.8,0.0,62.1,43.9,11.4,14.1,0.5467,9.3,63.12553176264776,3741
3533,9.7,14.2,25.4,15.9,6.7,0.6,35.8,3.3,1.9,5.2,0.2707,8.2,13.415080790656395,3742
3534,1.8,3.6,18.9,7.6,0.0,5.4,63.9,0.0,0.0,1.3,0.5643,9.4,-0.8860273871490723,3743
3535,2.0,10.8,19.8,10.3,3.4,17.8,77.2,0.0,3.1,6.4,0.6871,22.6,18.35216051741826,3744
3536,4.6,13.8,24.0,15.5,4.0,2.3,31.8,0.0,1.6,11.1,0.2272,7.0,13.19406103450886,3745
3537,0.0,9.3,29.6,8.3,14.9,0.0,36.7,4.7,5.7,8.6,0.2815,4.1,17.64028738796051,3746
3538,6.0,10.8,26.9,17.1,13.0,3.8,82.0,0.0,8.4,21.4,0.7303,22.3,32.574611472363905,3747
3539,7.6,7.8,29.0,7.6,11.1,27.0,91.0,0.0,5.3,17.1,0.8341,41.2,37.74979492724699,3748
3540,1.3,10.8,23.9,11.1,3.4,1.9,49.6,0.0,0.0,0.0,0.4233,4.4,6.8197004487696615,3749
3541,13.5,22.2,20.3,16.9,5.4,0.0,22.0,1.0,11.3,15.6,0.1238,21.0,26.369407728962003,3750
3542,7.5,7.6,28.4,11.5,7.2,6.0,57.0,40.6,2.1,3.9,0.5001,10.4,11.423126596414155,3751
3543,3.8,11.5,24.2,25.7,10.2,1.7,57.4,7.8,16.2,20.5,0.5037,20.4,40.85917933116584,3752
3544,10.2,19.8,30.2,19.2,22.5,32.3,100.0,6.1,10.7,39.1,0.9892,44.5,65.18792433074651,3753
3545,10.1,16.1,21.4,10.0,5.8,3.1,46.4,32.4,5.1,14.9,0.3909,19.4,35.46018477879595,3754
3546,13.8,9.2,26.4,12.6,7.4,0.6,84.6,1.4,3.1,8.2,0.7596,5.2,25.057466310170724,3755
3547,4.7,8.6,32.5,1.9,10.8,5.1,38.6,3.9,0.0,7.2,0.3049,5.8,8.51976838596629,3756
3548,7.5,32.0,0.0,43.2,0.0,0.0,0.0,2.2,4.5,23.8,0.0,21.5,43.10853265441688,3757
3549,1.4,0.6,1.4,5.8,0.0,0.0,19.1,93.5,13.0,2.6,0.0962,1.1,10.643918350915232,3758
3550,23.1,9.2,32.5,11.6,7.7,6.7,88.0,14.8,0.9,1.7,0.7976,12.4,24.061655765247565,3759
3551,1.4,18.9,21.7,12.6,3.2,2.8,38.8,0.0,8.0,10.1,0.3067,22.5,23.542217696168915,3760
3552,13.4,5.0,25.1,5.7,16.7,12.5,77.3,0.0,0.0,2.8,0.6881,10.9,30.844944283807937,3761
3553,3.5,5.7,30.4,8.5,1.8,0.0,9.6,17.1,12.6,13.3,0.0226,7.4,19.300176607276192,3762
3554,1.8,16.1,23.0,19.9,1.4,10.1,36.6,16.2,2.4,1.1,0.2807,15.5,21.182308244121725,3763
3555,6.4,22.8,18.2,21.1,4.1,1.7,20.4,0.0,3.5,20.3,0.1072,14.1,17.958784250892926,3766
3556,3.1,13.2,19.0,6.6,1.9,3.4,43.8,0.0,2.8,1.9,0.3655,4.4,1.9346534957659447,3767
3557,11.3,9.6,1.9,21.7,0.0,5.4,69.5,2.8,4.7,22.7,0.6143,25.7,18.3833075223892,3768
3558,9.1,9.3,37.4,4.7,6.8,24.2,76.2,5.8,7.0,12.5,0.6761,37.2,33.46711580143913,3769
3559,7.1,9.2,18.5,7.6,15.5,2.4,70.0,44.8,4.3,10.0,0.6195,2.6,20.783517521564136,3770
3560,10.2,10.2,33.5,13.0,3.1,9.1,49.0,6.5,3.5,6.6,0.4185,19.3,23.25635508314499,3771
3561,4.7,9.7,31.5,15.2,6.7,15.1,74.9,6.3,9.0,16.7,0.6652,41.1,34.55019515118962,3772
3562,5.7,8.4,22.8,6.4,6.9,12.8,70.0,29.4,22.6,2.3,0.6195,5.1,21.786088945985792,3773
3563,7.8,12.2,22.9,9.2,5.1,4.8,67.2,30.6,0.0,2.2,0.5943,15.1,16.58658847493257,3774
3564,10.5,18.3,16.9,17.2,3.2,19.1,96.0,0.0,12.7,33.8,0.9103,34.2,42.86598430087306,3775
3565,6.0,12.1,30.7,13.8,19.6,17.5,90.1,14.3,22.0,23.9,0.8213,39.1,54.23183599289331,3776
3566,0.0,6.4,32.0,2.2,9.3,14.8,60.6,0.0,0.0,14.3,0.5321,3.9,12.448919775815048,3777
3567,7.6,14.0,20.7,11.7,0.0,0.4,13.0,0.0,0.8,10.5,0.0444,17.0,13.398491348730456,3778
3568,4.5,10.0,16.8,6.0,6.4,5.1,38.2,0.0,0.0,2.9,0.2994,9.9,21.95284193917575,3779
3569,10.1,18.2,24.7,18.4,11.6,3.2,79.4,0.5,8.6,29.6,0.7079,17.1,37.85497799285346,3780
3570,3.2,7.7,24.5,10.3,4.3,38.1,96.6,52.2,16.6,20.8,0.9241,47.3,54.97704883214184,3782
3571,3.8,16.3,28.3,11.6,10.2,1.1,5.2,4.9,2.3,11.1,0.0067,13.0,19.65918415932664,3783
3572,3.1,20.5,11.4,13.2,5.2,1.8,49.7,74.3,6.7,9.7,0.4246,2.1,14.106602359405246,3784
3573,3.2,12.3,25.1,15.0,10.8,0.3,27.4,13.8,9.0,22.8,0.1808,9.3,31.38334839825514,3786
3574,5.3,8.4,28.2,8.1,6.9,3.7,49.2,0.0,2.2,3.2,0.4204,5.7,11.25078604691161,3787
3575,8.5,26.2,15.1,19.6,1.6,1.6,50.4,0.0,1.9,28.8,0.4315,16.6,29.283126966727316,3788
3576,9.9,16.4,31.6,17.6,3.3,0.0,51.6,3.2,1.6,5.0,0.4451,10.5,-5.978400531182004,3789
3577,6.5,77.7,3.4,11.6,0.0,0.0,9.9,0.0,0.0,3.7,0.0241,2.9,21.071446051411503,3790
3578,3.2,22.9,23.7,17.8,3.1,3.1,30.6,0.0,0.6,13.5,0.2117,16.1,15.612847765529333,3791
3579,7.4,16.7,22.2,14.6,4.6,5.2,40.7,3.0,3.8,23.2,0.3315,16.0,17.894332874454737,3792
3580,4.6,13.3,30.2,11.0,9.9,8.3,79.9,17.7,7.4,9.4,0.7131,13.0,24.36046460898684,3793
3581,3.5,22.5,23.4,15.2,9.0,0.0,10.0,0.0,1.6,7.0,0.0247,1.7,12.584642111020576,3795
3582,3.2,22.4,16.9,23.1,3.0,0.0,10.4,0.8,2.4,14.1,0.0267,8.5,17.366899076427853,3796
3583,2.7,26.3,19.7,7.7,11.5,2.9,14.2,10.0,2.9,0.3,0.0532,2.6,1.14016270270164,3797
