FIPS	EP_NOHSDP	EP_AGE17	EP_AGE17_interact	EP_AGE65	EP_AGE65_interact	EP_DISABL	EP_DISABL_interact	EP_LIMENG	EP_LIMENG_interact	EP_MINRTY	EP_MINRTY_interact	EP_MUNIT	EP_MUNIT_interact	EP_NOINT	EP_NOINT_interact	EP_NOVEH	EP_NOVEH_interact	EP_SNGPNT	EP_SNGPNT_interact	EP_UNEMP	EP_UNEMP_interact	RPL_THEME3	RPL_THEME3_interact	EP_POV150_pred	EP_POV150_pred_00	EP_POV150_pred_01	Y_synth	Y_synth_00	Y_synth_01
48113011604	True	30.7	30.7	6.8	6.8	8.2	8.2	5.8	5.8	88.1	88.1	4.4	4.4	18.3	18.3	1.7	1.7	12.3	12.3	1.2	1.2	0.7989	0.7989	30.148191	20.911945	30.148191	5.062249153647329	-4.17399695536146	5.062249153647329
48201521501	True	23.3	23.3	8.0	8.0	9.5	9.5	46.1	46.1	88.1	88.1	34.9	34.9	20.4	20.4	9.0	9.0	7.1	7.1	5.7	5.7	0.7989	0.7989	43.518826	31.975237	43.518826	50.80809172354812	39.26450308524245	50.80809172354812
48201420300	False	27.7	0.0	13.5	0.0	8.7	0.0	0.2	0.0	41.9	0.0	32.3	0.0	2.4	0.0	3.0	0.0	9.0	0.0	2.6	0.0	0.3464	0.0	11.720618	11.720618	19.035301	7.767523523659964	7.767523523659964	15.082206484170218
48113020401	True	3.3	3.3	8.5	8.5	22.1	22.1	4.8	4.8	49.1	49.1	71.5	71.5	20.3	20.3	7.6	7.6	0.0	0.0	5.2	5.2	0.4195	0.4195	25.629864	25.061277	25.629864	22.75220013980766	22.183613790320354	22.75220013980766
48029120701	False	24.1	0.0	12.7	0.0	11.7	0.0	3.4	0.0	56.6	0.0	18.8	0.0	15.3	0.0	6.3	0.0	10.4	0.0	3.5	0.0	0.4971	0.0	24.929882	24.929882	30.30302	30.260095010663086	30.260095010663086	35.63323343839746
48439122600	False	20.1	0.0	17.9	0.0	11.9	0.0	1.2	0.0	33.0	0.0	17.9	0.0	10.9	0.0	1.3	0.0	10.4	0.0	11.5	0.0	0.2404	0.0	16.837482	16.837482	20.936825	20.044797749138464	20.044797749138464	24.14414009532987
48277000200	True	24.8	24.8	18.2	18.2	20.2	20.2	1.8	1.8	17.5	17.5	0.3	0.3	26.9	26.9	1.5	1.5	10.9	10.9	4.7	4.7	0.0793	0.0793	26.82572	23.241352	26.82572	27.862768094291642	24.278400342216447	27.862768094291642
48439113623	False	15.3	0.0	19.2	0.0	7.9	0.0	0.5	0.0	13.8	0.0	3.4	0.0	1.2	0.0	3.1	0.0	2.7	0.0	2.5	0.0	0.0502	0.0	5.2043133	5.2043133	8.991473	-0.2300855964730424	-0.2300855964730424	3.557074323265727
48029172005	False	31.5	0.0	8.8	0.0	9.7	0.0	2.1	0.0	73.0	0.0	32.6	0.0	3.9	0.0	1.3	0.0	6.2	0.0	6.5	0.0	0.6465	0.0	17.064701	17.064701	21.653221	13.89738162257144	13.89738162257144	18.48590167262027
48093950300	True	25.8	25.8	21.9	21.9	23.2	23.2	1.5	1.5	50.2	50.2	3.3	3.3	13.5	13.5	8.0	8.0	6.1	6.1	2.4	2.4	0.4296	0.4296	32.35746	25.900461	32.35746	15.064638302766717	8.607639477693475	15.064638302766717
48201530600	True	24.7	24.7	10.7	10.7	15.7	15.7	11.8	11.8	84.7	84.7	26.0	26.0	27.4	27.4	27.4	27.4	4.9	4.9	7.9	7.9	0.7608	0.7608	47.990402	36.354076	47.990402	47.216756564742546	35.580430728560906	47.216756564742546
48027023405	False	34.3	0.0	21.0	0.0	10.1	0.0	0.0	0.0	18.8	0.0	0.0	0.0	3.6	0.0	1.8	0.0	3.8	0.0	1.8	0.0	0.0923	0.0	9.573719	9.573719	18.025198	6.652885141656175	6.652885141656175	15.104364099786057
48375014900	True	33.2	33.2	8.6	8.6	8.7	8.7	29.3	29.3	88.3	88.3	1.1	1.1	14.6	14.6	5.5	5.5	11.4	11.4	1.8	1.8	0.8014	0.8014	41.95835	27.996384	41.95835	38.64652546767116	24.684557999409442	38.64652546767116
48085032008	False	16.6	0.0	15.8	0.0	8.1	0.0	5.8	0.0	40.0	0.0	0.0	0.0	4.7	0.0	0.7	0.0	2.0	0.0	5.0	0.0	0.3236	0.0	8.303567	8.303567	12.60943	10.912416270124876	10.912416270124876	15.218279650557005
48469001501	False	25.3	0.0	19.3	0.0	15.7	0.0	1.1	0.0	27.3	0.0	0.0	0.0	10.3	0.0	0.8	0.0	4.3	0.0	4.3	0.0	0.1798	0.0	13.524812	13.524812	18.698893	21.60505602300092	21.60505602300092	26.779136871694767
48395960502	True	25.0	25.0	19.3	19.3	12.4	12.4	10.2	10.2	67.7	67.7	1.4	1.4	15.5	15.5	5.9	5.9	7.1	7.1	5.3	5.3	0.6	0.6	31.068253	22.642494	31.068253	30.646768507583904	22.221010145767497	30.646768507583904
48485011902	False	23.9	0.0	14.9	0.0	17.3	0.0	0.0	0.0	18.2	0.0	8.6	0.0	9.1	0.0	4.6	0.0	2.6	0.0	1.0	0.0	0.0862	0.0	12.990866	12.990866	17.558014	17.312102421207495	17.312102421207495	21.87925062982566
48453037600	False	17.4	0.0	21.9	0.0	10.9	0.0	0.4	0.0	17.1	0.0	1.9	0.0	2.8	0.0	0.4	0.0	0.7	0.0	5.8	0.0	0.0755	0.0	5.4683223	5.4683223	9.372676	2.1569041184252544	2.1569041184252544	6.061257737047081
48245005900	True	35.0	35.0	8.0	8.0	10.1	10.1	0.3	0.3	95.8	95.8	6.8	6.8	36.9	36.9	40.1	40.1	33.4	33.4	13.6	13.6	0.9065	0.9065	62.704338	51.215977	62.704338	37.688967447770686	26.200606089128108	37.688967447770686
48121021735	False	17.1	0.0	3.8	0.0	7.3	0.0	2.0	0.0	62.8	0.0	68.0	0.0	10.4	0.0	2.6	0.0	9.0	0.0	6.7	0.0	0.5537	0.0	23.378674	23.378674	30.64092	20.863118209384194	20.863118209384194	28.125365294955483
48187210510	False	25.7	0.0	17.6	0.0	4.7	0.0	4.7	0.0	54.2	0.0	0.0	0.0	10.2	0.0	1.1	0.0	0.0	0.0	0.5	0.0	0.4699	0.0	9.243218	9.243218	13.31308	13.021249960065175	13.021249960065175	17.091111372113517
48041001301	False	17.5	0.0	1.7	0.0	4.1	0.0	4.4	0.0	53.4	0.0	17.4	0.0	21.6	0.0	3.2	0.0	11.1	0.0	8.7	0.0	0.4623	0.0	36.785522	36.785522	42.41295	36.00847227550623	36.00847227550623	41.635898422967166
48215024209	True	32.5	32.5	8.0	8.0	11.1	11.1	23.9	23.9	99.3	99.3	0.9	0.9	29.6	29.6	0.0	0.0	12.4	12.4	5.6	5.6	0.9779	0.9779	45.134205	32.142868	45.134205	43.70465130369867	30.713314481188906	43.70465130369867
48029192200	False	23.4	0.0	5.2	0.0	11.5	0.0	4.4	0.0	83.0	0.0	55.5	0.0	20.8	0.0	4.3	0.0	6.2	0.0	5.5	0.0	0.7411	0.0	29.084911	29.084911	34.92015	27.606690384963564	27.606690384963564	33.441929795363954
48201551101	True	21.6	21.6	15.3	15.3	12.5	12.5	16.4	16.4	94.0	94.0	55.3	55.3	10.5	10.5	14.1	14.1	5.5	5.5	10.5	10.5	0.8797	0.8797	36.879818	28.908642	36.879818	32.79926599897012	24.828089851509183	32.79926599897012
48439111102	True	29.9	29.9	12.4	12.4	13.6	13.6	12.7	12.7	94.3	94.3	1.0	1.0	4.8	4.8	1.5	1.5	14.5	14.5	15.0	15.0	0.8833	0.8833	36.135674	28.537682	36.135674	33.696116190816916	26.09812424745754	33.696116190816916
48141010352	True	33.2	33.2	1.5	1.5	6.3	6.3	6.9	6.9	90.4	90.4	0.0	0.0	1.1	1.1	2.0	2.0	8.8	8.8	7.2	7.2	0.8267	0.8267	18.532	16.209915	18.532	19.449244376729627	17.127159949849744	19.449244376729627
48219950600	True	32.3	32.3	12.7	12.7	13.3	13.3	1.7	1.7	34.0	34.0	0.2	0.2	13.6	13.6	1.3	1.3	7.3	7.3	1.1	1.1	0.2509	0.2509	23.344282	17.064638	23.344282	24.721798391446377	18.442154378995205	24.721798391446377
48201251701	True	21.8	21.8	14.3	14.3	17.7	17.7	2.9	2.9	20.2	20.2	0.5	0.5	12.9	12.9	5.2	5.2	14.7	14.7	8.5	8.5	0.1056	0.1056	28.545368	23.795963	28.545368	20.781763449617884	16.03235854239132	20.781763449617884
48291700500	True	34.0	34.0	15.5	15.5	13.3	13.3	3.3	3.3	28.9	28.9	0.6	0.6	11.8	11.8	1.0	1.0	5.5	5.5	5.4	5.4	0.1968	0.1968	25.381397	17.31768	25.381397	25.066909546582462	17.003192658154727	25.066909546582462
48201324000	True	21.3	21.3	15.1	15.1	13.5	13.5	4.0	4.0	56.5	56.5	10.1	10.1	4.2	4.2	2.8	2.8	7.2	7.2	9.9	9.9	0.4958	0.4958	19.753588	16.165785	19.753588	20.149786144031065	16.561983257068174	20.149786144031065
48029131801	False	20.6	0.0	22.6	0.0	12.6	0.0	0.0	0.0	27.5	0.0	0.0	0.0	10.4	0.0	1.8	0.0	0.0	0.0	2.3	0.0	0.1817	0.0	9.68045	9.68045	14.667131	10.754047735256679	10.754047735256679	15.740728719753749
48041001702	True	17.1	17.1	8.3	8.3	10.0	10.0	0.7	0.7	47.3	47.3	7.8	7.8	22.1	22.1	16.0	16.0	4.8	4.8	1.9	1.9	0.4003	0.4003	38.021957	29.948101	38.021957	37.505735495273065	29.431879141513303	37.505735495273065
48085030550	False	24.7	0.0	10.5	0.0	6.7	0.0	1.8	0.0	30.0	0.0	0.0	0.0	1.1	0.0	2.4	0.0	10.5	0.0	4.6	0.0	0.2075	0.0	9.227431	9.227431	13.753254	12.377530616445913	12.377530616445913	16.903353255911245
48029170402	True	28.3	28.3	10.7	10.7	14.8	14.8	18.8	18.8	98.5	98.5	1.0	1.0	26.3	26.3	10.3	10.3	11.2	11.2	10.1	10.1	0.9622	0.9622	48.062958	36.608242	48.062958	47.967715829016804	36.51300010025704	47.967715829016804
48303010404	False	38.2	0.0	10.2	0.0	10.9	0.0	2.5	0.0	48.0	0.0	1.2	0.0	0.8	0.0	3.4	0.0	6.9	0.0	8.3	0.0	0.4077	0.0	13.975526	13.975526	22.087738	15.843634299810303	15.843634299810303	23.955846480901613
48467950902	False	20.9	0.0	20.2	0.0	6.8	0.0	2.7	0.0	9.3	0.0	0.0	0.0	24.6	0.0	2.3	0.0	0.0	0.0	5.0	0.0	0.0213	0.0	13.784473	13.784473	16.026558	15.686980893332231	15.686980893332231	17.929065396506058
48397040509	False	36.1	0.0	9.0	0.0	8.9	0.0	0.0	0.0	23.6	0.0	0.0	0.0	3.2	0.0	0.0	0.0	0.0	0.0	5.2	0.0	0.1397	0.0	6.909095	6.909095	10.75799	1.3211673601443117	1.3211673601443117	5.170062433081323
48201412202	False	25.8	0.0	15.1	0.0	3.9	0.0	1.8	0.0	31.2	0.0	10.3	0.0	5.1	0.0	5.1	0.0	0.0	0.0	3.2	0.0	0.219	0.0	7.213116	7.213116	12.088194	6.0655082100782725	6.0655082100782725	10.94058593453506
48397040508	False	29.0	0.0	13.2	0.0	11.4	0.0	0.2	0.0	10.5	0.0	0.0	0.0	3.4	0.0	0.5	0.0	2.6	0.0	3.2	0.0	0.0273	0.0	7.5233784	7.5233784	11.038181	20.80966348004891	20.80966348004891	24.32446641278817
48453002322	True	14.0	14.0	6.9	6.9	5.5	5.5	3.1	3.1	64.2	64.2	61.1	61.1	15.5	15.5	11.3	11.3	1.8	1.8	2.2	2.2	0.5664	0.5664	30.056694	20.30374	30.056694	34.409384170923914	24.656429687891684	34.409384170923914
48149970100	False	10.4	0.0	35.1	0.0	20.4	0.0	0.0	0.0	11.2	0.0	0.0	0.0	27.6	0.0	2.3	0.0	2.7	0.0	7.4	0.0	0.0307	0.0	17.04291	17.04291	19.179491	15.615921616746816	15.615921616746816	17.75250303764525
48113015600	True	30.7	30.7	11.7	11.7	6.5	6.5	25.5	25.5	92.5	92.5	5.5	5.5	31.4	31.4	2.8	2.8	12.0	12.0	5.0	5.0	0.8566	0.8566	42.969204	31.014196	42.969204	36.97194368752051	25.016936134419918	36.97194368752051
48215023104	True	36.6	36.6	14.1	14.1	18.6	18.6	20.2	20.2	97.6	97.6	1.9	1.9	19.6	19.6	12.0	12.0	20.3	20.3	10.1	10.1	0.9426	0.9426	56.06422	43.24027	56.06422	66.50802070321934	53.68406898202793	66.50802070321934
48029191408	False	18.0	0.0	7.7	0.0	9.2	0.0	7.0	0.0	72.2	0.0	48.9	0.0	17.2	0.0	7.9	0.0	6.2	0.0	0.7	0.0	0.6395	0.0	23.529629	23.529629	30.616432	30.292669827981236	30.292669827981236	37.37947326426053
48113017815	True	28.7	28.7	16.5	16.5	12.4	12.4	6.6	6.6	70.3	70.3	43.9	43.9	7.1	7.1	10.3	10.3	24.4	24.4	4.7	4.7	0.6225	0.6225	36.87442	28.080206	36.87442	35.43415908076958	26.63994483211236	35.43415908076958
48491020111	False	25.8	0.0	32.7	0.0	13.6	0.0	3.1	0.0	16.0	0.0	11.9	0.0	10.3	0.0	10.1	0.0	3.1	0.0	11.1	0.0	0.0664	0.0	14.969776	14.969776	23.937119	12.014579367226826	12.014579367226826	20.98192174393581
48439106700	True	25.0	25.0	15.5	15.5	12.0	12.0	2.2	2.2	50.0	50.0	1.4	1.4	11.8	11.8	3.2	3.2	6.2	6.2	7.2	7.2	0.4276	0.4276	22.16198	17.45457	22.16198	25.61212574736415	20.904716842334853	25.61212574736415
48157673110	False	42.1	0.0	4.1	0.0	0.8	0.0	3.4	0.0	70.7	0.0	3.6	0.0	0.0	0.0	0.0	0.0	3.8	0.0	1.2	0.0	0.626	0.0	6.2593217	6.2593217	8.361746	4.7423426125003045	4.7423426125003045	6.844766757245178
48453033100	False	18.2	0.0	24.4	0.0	7.4	0.0	0.3	0.0	11.2	0.0	4.6	0.0	0.9	0.0	3.1	0.0	7.9	0.0	2.6	0.0	0.0307	0.0	6.2300425	6.2300425	11.772727	24.91201403457771	24.91201403457771	30.45469858963142
48439114110	False	36.7	0.0	7.1	0.0	12.2	0.0	1.1	0.0	21.6	0.0	0.0	0.0	1.1	0.0	0.0	0.0	8.5	0.0	4.6	0.0	0.1202	0.0	10.177082	10.177082	16.551916	4.51344749834952	4.51344749834952	10.888281559018466
48037011700	False	18.1	0.0	29.8	0.0	15.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	23.2	0.0	7.9	0.0	3.6	0.0	1.3	0.0	0.02	0.0	16.861086	16.861086	20.799967	7.697016196134724	7.697016196134724	11.63589711654488
48201313600	True	33.2	33.2	13.5	13.5	14.0	14.0	6.5	6.5	95.3	95.3	21.8	21.8	29.5	29.5	30.0	30.0	5.2	5.2	17.8	17.8	0.8992	0.8992	53.17951	39.4306	53.17951	62.075540877182945	48.326631880600914	62.075540877182945
48381021101	False	21.1	0.0	18.4	0.0	13.8	0.0	0.9	0.0	27.0	0.0	7.3	0.0	9.6	0.0	2.8	0.0	4.4	0.0	6.8	0.0	0.1757	0.0	13.179371	13.179371	17.316753	19.898790664130658	19.898790664130658	24.036173171454877
48201322702	True	28.8	28.8	4.7	4.7	12.6	12.6	4.3	4.3	82.7	82.7	1.1	1.1	11.3	11.3	0.0	0.0	8.4	8.4	7.4	7.4	0.7377	0.7377	26.00578	20.375925	26.00578	16.941461780545943	11.311607578275435	16.941461780545943
48201540901	False	20.0	0.0	11.4	0.0	6.2	0.0	0.8	0.0	48.5	0.0	2.8	0.0	0.3	0.0	2.9	0.0	12.9	0.0	0.5	0.0	0.4128	0.0	9.429313	9.429313	14.096768	16.96467504121584	16.96467504121584	21.632130714433615
48453002111	True	19.0	19.0	9.3	9.3	10.6	10.6	6.3	6.3	75.1	75.1	6.7	6.7	10.9	10.9	5.2	5.2	9.5	9.5	5.0	5.0	0.6665	0.6665	27.717657	21.812107	27.717657	23.49652163851685	17.590971635465092	23.49652163851685
48029171927	False	30.1	0.0	5.0	0.0	10.9	0.0	2.3	0.0	84.8	0.0	43.0	0.0	7.0	0.0	5.2	0.0	11.5	0.0	8.4	0.0	0.7623	0.0	25.930922	25.930922	32.839874	25.002539710793478	25.002539710793478	31.911492423806173
48113016637	True	26.7	26.7	12.3	12.3	7.0	7.0	6.6	6.6	96.1	96.1	0.0	0.0	1.3	1.3	0.0	0.0	16.2	16.2	6.0	6.0	0.9118	0.9118	22.644464	18.107685	22.644464	35.086857338585226	30.550077934898702	35.086857338585226
48113000606	False	7.9	0.0	31.1	0.0	12.3	0.0	1.5	0.0	21.2	0.0	57.4	0.0	3.6	0.0	3.6	0.0	2.9	0.0	0.0	0.0	0.1162	0.0	8.37221	8.37221	10.338201	14.442375047301422	14.442375047301422	16.40836606750406
48157672305	False	27.3	0.0	8.5	0.0	6.6	0.0	4.1	0.0	63.6	0.0	12.3	0.0	2.7	0.0	0.0	0.0	6.0	0.0	1.8	0.0	0.5621	0.0	9.628409	9.628409	12.498316	0.4803048794768987	0.4803048794768987	3.350211304952973
48251130502	False	26.3	0.0	20.7	0.0	16.2	0.0	0.0	0.0	16.1	0.0	2.0	0.0	10.3	0.0	0.9	0.0	4.6	0.0	4.1	0.0	0.067	0.0	13.231842	13.231842	19.021736	-1.726439817999589	-1.726439817999589	4.063454286004317
48453001917	False	29.8	0.0	15.0	0.0	5.7	0.0	0.2	0.0	19.1	0.0	0.0	0.0	0.2	0.0	0.7	0.0	3.3	0.0	0.6	0.0	0.0962	0.0	4.7088456	4.7088456	7.693243	3.7603582688966903	3.7603582688966903	6.744755680243126
48029131802	False	25.8	0.0	15.2	0.0	15.7	0.0	1.5	0.0	46.1	0.0	0.0	0.0	13.3	0.0	1.3	0.0	12.8	0.0	2.8	0.0	0.3879	0.0	19.222511	19.222511	24.78567	20.34600998088968	20.34600998088968	25.909168016168
48157675300	True	23.4	23.4	13.1	13.1	8.6	8.6	9.6	9.6	83.8	83.8	2.3	2.3	29.7	29.7	6.2	6.2	5.6	5.6	5.3	5.3	0.749	0.749	33.573334	26.640223	33.573334	24.1152186352546	17.1821074444587	24.1152186352546
48201314302	True	6.2	6.2	7.3	7.3	9.8	9.8	0.0	0.0	95.9	95.9	78.1	78.1	9.0	9.0	17.7	17.7	1.6	1.6	9.2	9.2	0.9086	0.9086	38.490177	23.688734	38.490177	40.540304987062875	25.73886188708729	40.540304987062875
48201532600	True	24.6	24.6	9.5	9.5	16.7	16.7	15.9	15.9	95.1	95.1	9.7	9.7	13.4	13.4	4.7	4.7	12.1	12.1	9.3	9.3	0.8963	0.8963	40.015545	29.883842	40.015545	33.51591562428066	23.384213201184956	33.51591562428066
48201543202	False	20.8	0.0	12.9	0.0	5.3	0.0	4.0	0.0	49.2	0.0	48.6	0.0	8.9	0.0	1.4	0.0	8.8	0.0	0.7	0.0	0.4204	0.0	14.382334	14.382334	19.293888	12.466023794887096	12.466023794887096	17.377578131434948
48199030700	False	25.4	0.0	18.4	0.0	14.0	0.0	1.1	0.0	34.9	0.0	4.9	0.0	11.8	0.0	3.9	0.0	6.4	0.0	3.4	0.0	0.2617	0.0	17.082747	17.082747	22.174263	17.640323299425166	17.640323299425166	22.731839794176143
48507950301	True	20.6	20.6	21.3	21.3	22.7	22.7	3.9	3.9	89.0	89.0	0.6	0.6	43.5	43.5	6.2	6.2	20.4	20.4	7.0	7.0	0.8093	0.8093	45.099705	37.715122	45.099705	39.65389673977404	32.26931422024279	39.65389673977404
48201233400	True	28.3	28.3	9.8	9.8	15.3	15.3	12.8	12.8	90.3	90.3	30.5	30.5	14.1	14.1	12.7	12.7	8.2	8.2	8.3	8.3	0.8246	0.8246	43.210983	32.040287	43.210983	42.956393928143015	31.785697669598093	42.956393928143015
48479000106	True	26.9	26.9	18.0	18.0	19.7	19.7	27.6	27.6	100.0	100.0	0.0	0.0	47.1	47.1	2.7	2.7	3.5	3.5	1.2	1.2	0.9892	0.9892	48.454315	36.283363	48.454315	23.792361767596372	11.621409924334653	23.792361767596372
48339691100	False	26.9	0.0	10.7	0.0	8.3	0.0	1.2	0.0	23.7	0.0	0.0	0.0	4.7	0.0	1.4	0.0	7.9	0.0	2.9	0.0	0.1406	0.0	9.380285	9.380285	13.4163685	4.0096244229692735	4.0096244229692735	8.045707644404821
48453002314	True	14.3	14.3	3.6	3.6	12.4	12.4	9.6	9.6	67.4	67.4	59.8	59.8	14.6	14.6	15.8	15.8	5.2	5.2	0.7	0.7	0.5967	0.5967	36.588516	25.057137	36.588516	35.3265815339443	23.795201834237268	35.3265815339443
48113016414	False	16.1	0.0	12.6	0.0	10.7	0.0	0.0	0.0	55.7	0.0	81.8	0.0	0.0	0.0	19.0	0.0	4.4	0.0	6.4	0.0	0.4874	0.0	14.43644	14.43644	22.7047	17.59641755033961	17.59641755033961	25.86467755247584
48491021509	False	27.2	0.0	9.6	0.0	4.6	0.0	2.8	0.0	54.3	0.0	20.8	0.0	0.8	0.0	0.6	0.0	6.5	0.0	2.5	0.0	0.4714	0.0	8.350592	8.350592	12.743215	6.453891459060156	6.453891459060156	10.846514406753027
48201233502	True	25.6	25.6	7.0	7.0	6.5	6.5	20.1	20.1	94.2	94.2	2.1	2.1	15.3	15.3	0.0	0.0	5.1	5.1	14.2	14.2	0.8819	0.8819	30.595016	24.225077	30.595016	34.42830236909179	28.05836256501464	34.42830236909179
48203020302	True	26.6	26.6	19.1	19.1	15.6	15.6	4.4	4.4	61.7	61.7	0.0	0.0	41.1	41.1	18.1	18.1	15.2	15.2	9.0	9.0	0.5429	0.5429	46.768173	39.898502	46.768173	44.351577388298615	37.48190652037869	44.351577388298615
48449950500	True	30.6	30.6	5.5	5.5	12.8	12.8	13.8	13.8	81.3	81.3	5.2	5.2	8.5	8.5	6.4	6.4	8.2	8.2	2.7	2.7	0.7247	0.7247	31.617588	21.574469	31.617588	22.877080347820282	12.833960917278288	22.877080347820282
48113013622	False	7.5	0.0	14.5	0.0	8.4	0.0	5.6	0.0	48.8	0.0	72.3	0.0	4.4	0.0	4.6	0.0	1.0	0.0	3.7	0.0	0.4157	0.0	13.010939	13.010939	15.726405	14.570279640183152	14.570279640183152	17.285746139511765
48201241503	True	31.8	31.8	3.3	3.3	10.7	10.7	17.4	17.4	91.1	91.1	8.7	8.7	4.6	4.6	10.2	10.2	18.9	18.9	2.6	2.6	0.8357	0.8357	40.589367	26.971298	40.589367	40.269779933239256	26.6517112381709	40.269779933239256
48427950106	True	28.2	28.2	17.2	17.2	20.0	20.0	27.9	27.9	93.7	93.7	0.0	0.0	31.9	31.9	7.6	7.6	13.7	13.7	4.0	4.0	0.875	0.875	51.535213	39.745743	51.535213	45.080888286380514	33.29141761377309	45.080888286380514
48029130401	True	24.7	24.7	8.3	8.3	20.5	20.5	14.5	14.5	96.2	96.2	3.4	3.4	30.9	30.9	11.1	11.1	13.7	13.7	16.1	16.1	0.914	0.914	50.444546	39.426006	50.444546	63.9755448290823	52.957005400371365	63.9755448290823
48141010359	True	21.4	21.4	18.2	18.2	19.5	19.5	33.7	33.7	83.6	83.6	0.0	0.0	7.6	7.6	0.0	0.0	0.0	0.0	4.6	4.6	0.7474	0.7474	33.197296	22.729776	33.197296	41.39608528902491	30.92856552889307	41.39608528902491
48215020206	True	32.1	32.1	7.0	7.0	14.3	14.3	23.4	23.4	96.3	96.3	0.0	0.0	28.0	28.0	7.8	7.8	11.3	11.3	6.6	6.6	0.916	0.916	47.84149	35.343292	47.84149	40.774060407565514	28.27586094467489	40.774060407565514
48085031711	False	16.4	0.0	21.3	0.0	10.8	0.0	1.7	0.0	39.1	0.0	22.5	0.0	0.9	0.0	1.2	0.0	4.1	0.0	6.4	0.0	0.3102	0.0	8.786409	8.786409	12.738926	16.03531482564981	16.03531482564981	19.987831381435942
48201410703	False	6.2	0.0	7.6	0.0	9.4	0.0	5.6	0.0	43.6	0.0	42.1	0.0	9.5	0.0	6.4	0.0	0.7	0.0	5.1	0.0	0.3636	0.0	19.971796	19.971796	26.151207	28.781080923674224	28.781080923674224	34.96049185812247
48397040406	False	38.9	0.0	7.1	0.0	8.6	0.0	1.0	0.0	32.7	0.0	0.0	0.0	1.3	0.0	0.0	0.0	7.8	0.0	3.2	0.0	0.2366	0.0	9.288366	9.288366	14.599521	20.848930992997474	20.848930992997474	26.160085358537025
48453001915	False	11.5	0.0	14.2	0.0	9.4	0.0	2.1	0.0	31.1	0.0	65.1	0.0	6.8	0.0	10.2	0.0	4.7	0.0	5.2	0.0	0.2177	0.0	16.940186	16.940186	20.086203	13.203153211323134	13.203153211323134	16.349170285908095
48453002321	True	26.1	26.1	9.4	9.4	17.6	17.6	13.7	13.7	88.7	88.7	25.1	25.1	36.7	36.7	8.3	8.3	7.1	7.1	7.4	7.4	0.8055	0.8055	45.500164	36.845722	45.500164	47.69844820022038	39.04400636672429	47.69844820022038
48201341700	False	25.1	0.0	14.1	0.0	17.3	0.0	0.9	0.0	22.0	0.0	2.8	0.0	8.0	0.0	1.6	0.0	7.1	0.0	9.0	0.0	0.1238	0.0	14.843685	14.843685	20.52548	22.024894460006667	22.024894460006667	27.706689580245925
48113008500	True	28.9	28.9	15.0	15.0	7.8	7.8	16.6	16.6	84.4	84.4	11.2	11.2	27.7	27.7	9.1	9.1	9.8	9.8	0.6	0.6	0.7567	0.7567	40.25689	28.595976	40.25689	20.637275877867918	8.976362410460691	20.637275877867918
48375011500	False	23.1	0.0	11.8	0.0	13.4	0.0	0.2	0.0	24.0	0.0	7.8	0.0	11.8	0.0	12.5	0.0	6.8	0.0	2.5	0.0	0.1446	0.0	20.950113	20.950113	27.531076	20.887163524464793	20.887163524464793	27.468126659230418
48303001904	False	13.3	0.0	32.7	0.0	19.0	0.0	0.0	0.0	24.1	0.0	6.4	0.0	7.2	0.0	2.5	0.0	1.1	0.0	6.7	0.0	0.1453	0.0	10.326427	10.326427	16.793892	11.22620682065877	11.22620682065877	17.693671267680255
48201452300	True	20.5	20.5	21.9	21.9	13.2	13.2	16.6	16.6	86.2	86.2	10.7	10.7	18.4	18.4	5.0	5.0	7.4	7.4	2.9	2.9	0.7758	0.7758	33.293488	25.788052	33.293488	33.587855236097845	26.082419292494333	33.587855236097845
48201232305	True	28.8	28.8	3.1	3.1	9.1	9.1	13.8	13.8	97.7	97.7	3.9	3.9	4.2	4.2	0.0	0.0	11.5	11.5	4.5	4.5	0.9438	0.9438	27.945448	19.682789	27.945448	44.2303267444232	35.967667671547225	44.2303267444232
48041002014	False	5.9	0.0	5.6	0.0	10.0	0.0	0.1	0.0	19.0	0.0	13.9	0.0	17.8	0.0	0.0	0.0	0.0	0.0	8.1	0.0	0.0949	0.0	29.693401	29.693401	29.840117	37.101051918930764	37.101051918930764	37.247767083115335
48113013628	False	11.1	0.0	3.4	0.0	5.8	0.0	7.8	0.0	51.0	0.0	85.6	0.0	11.1	0.0	5.6	0.0	0.6	0.0	1.1	0.0	0.4388	0.0	15.077356	15.077356	22.457325	13.966452092712236	13.966452092712236	21.34642073590071
48453046200	False	20.8	0.0	7.3	0.0	7.3	0.0	1.9	0.0	56.2	0.0	10.7	0.0	3.0	0.0	1.7	0.0	8.8	0.0	2.5	0.0	0.4927	0.0	10.989595	10.989595	16.042221	10.543241025127724	10.543241025127724	15.595866681255654
48201253502	True	43.8	43.8	6.5	6.5	9.0	9.0	10.1	10.1	70.2	70.2	1.5	1.5	15.9	15.9	8.9	8.9	26.8	26.8	15.6	15.6	0.6219	0.6219	46.260666	37.676033	46.260666	33.79454451179738	25.20991163826223	33.79454451179738
48201530101	True	25.1	25.1	9.7	9.7	13.1	13.1	26.0	26.0	84.1	84.1	55.6	55.6	32.6	32.6	15.7	15.7	11.0	11.0	3.5	3.5	0.7535	0.7535	47.023777	37.618763	47.023777	48.318513595944715	38.91349955785878	48.318513595944715
