,EP_UNEMP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_NOVEH,EP_NOINT,RPL_THEME3,treatment,outcome
3458,6.2,13.7,24.3,5.6,14.1,7.7,50.5,36.2,4.5,5.7,0.4322,False,31.57379230383485
3459,0.0,5.3,34.5,2.7,22.6,50.8,99.2,51.2,20.2,46.7,0.9769,True,61.24314652039821
3460,10.6,10.0,25.0,8.0,13.0,8.3,53.8,49.9,13.2,14.0,0.4658,True,31.48226290325735
3461,2.3,13.9,29.2,8.7,3.0,4.7,27.6,0.0,1.9,19.8,0.1831,True,19.200955473591883
3462,10.6,3.0,35.5,10.5,4.2,0.4,32.0,0.0,0.0,0.2,0.2298,False,18.284296709358564
3463,9.5,10.5,21.4,9.4,10.2,1.9,94.5,5.0,1.6,3.4,0.8855,False,12.415092055598862
3464,4.7,4.9,18.8,4.4,5.0,2.3,56.5,39.9,0.6,2.2,0.4958,False,18.7848792606168
3465,6.6,8.5,32.6,11.4,22.1,10.9,94.8,20.7,11.8,19.3,0.8912,True,45.89897600445791
3466,5.9,12.0,20.1,15.1,6.6,17.2,82.7,8.6,2.0,12.8,0.7377,True,28.249164328819425
3467,6.3,17.0,29.2,18.3,16.4,11.7,90.4,10.3,8.6,19.8,0.8267,True,53.861318954619485
3468,0.2,21.3,20.6,17.4,6.5,3.4,36.2,0.0,0.3,9.1,0.2766,False,12.17128913051862
3469,2.3,18.5,18.7,14.6,7.7,5.0,44.0,0.0,4.3,16.4,0.3677,False,28.56575745589336
3470,7.0,14.0,20.1,9.1,1.2,2.4,31.9,0.0,1.7,2.2,0.2285,False,13.310327067306812
3471,4.9,9.0,32.1,3.4,0.0,2.1,53.6,4.7,4.7,6.6,0.4642,False,11.996758336824437
3472,24.7,13.7,20.0,26.1,15.7,2.8,83.9,6.0,31.1,29.4,0.7504,True,53.505922837008875
3473,2.7,6.2,32.9,3.0,2.7,3.6,66.8,0.0,0.9,1.3,0.5911,False,-3.4004272670478777
3474,18.5,10.5,10.0,11.2,3.2,9.0,67.4,0.0,0.0,25.1,0.5967,True,19.138422403851138
3475,9.3,7.1,32.2,10.9,12.2,20.9,77.7,0.0,3.6,19.0,0.6919,True,35.80930022786188
3476,0.6,9.2,33.4,9.3,15.2,12.4,65.0,1.6,3.2,15.9,0.5765,True,49.46146765101996
3477,8.2,7.6,25.8,4.7,11.4,1.6,48.9,48.7,14.7,8.4,0.4172,False,36.27588402272693
3478,23.6,7.9,22.0,14.1,10.9,7.9,48.3,0.0,6.0,20.1,0.4108,True,36.511920412674336
3479,3.8,3.8,16.7,5.0,6.8,4.7,64.3,21.6,19.2,15.2,0.5682,True,40.12784302207987
3480,1.7,17.6,25.7,7.1,3.9,0.0,26.8,10.1,0.2,4.3,0.1739,False,6.845538130937369
3481,8.1,16.5,32.4,20.7,10.5,21.5,90.4,0.0,9.0,28.1,0.8267,True,54.5764536332359
3482,4.1,6.8,25.3,8.5,12.7,3.8,71.7,0.0,0.2,4.7,0.6354,True,17.630987605594118
3483,6.1,9.1,12.5,5.3,2.0,0.3,39.5,50.4,0.0,3.9,0.3176,False,7.301365766540785
3484,2.1,15.6,23.1,14.9,3.7,8.6,46.7,2.5,1.8,15.7,0.3943,True,22.23538460496605
3485,0.7,16.8,28.0,17.6,5.7,5.0,40.3,1.7,3.6,15.8,0.3278,True,28.149676611994373
3486,6.7,5.7,34.9,6.8,15.8,20.0,95.6,0.0,3.8,11.3,0.903,True,34.86355208233657
3487,6.4,0.0,2.2,1.4,1.6,0.0,53.8,97.4,6.2,0.0,0.4658,False,6.434004499384554
3488,5.4,19.6,26.3,14.5,6.8,0.1,17.9,3.0,1.3,2.7,0.0843,False,14.134357304215271
3489,2.9,8.2,17.2,5.8,4.1,10.3,41.4,9.8,4.2,6.9,0.3398,False,8.008404894734804
3490,2.4,10.0,19.6,6.8,4.2,1.6,47.3,8.2,3.2,6.1,0.4003,False,22.865022516918422
3491,8.4,16.9,21.3,9.1,2.4,8.2,36.5,0.0,3.1,10.8,0.2791,True,23.53471885251459
3492,2.4,18.0,30.4,19.1,12.1,3.9,65.1,4.2,3.8,22.2,0.5774,True,43.27736295519361
3493,2.9,11.8,16.4,8.7,2.4,0.6,20.0,2.3,0.9,2.2,0.1032,False,4.847522287460603
3494,9.5,8.3,28.1,5.9,3.5,19.7,77.1,0.0,0.0,21.4,0.6863,True,19.903224598468967
3495,4.0,10.9,27.4,2.0,8.0,0.6,62.1,38.2,12.0,1.2,0.5467,False,5.731997860074892
3496,7.2,24.0,21.0,23.3,2.0,2.6,16.1,0.0,2.1,15.6,0.067,True,25.29497403898498
3497,4.4,12.7,28.4,9.0,4.9,9.2,71.8,0.0,0.0,6.0,0.6367,True,17.22683731522993
3498,4.7,9.5,32.3,9.4,19.6,18.8,90.7,32.1,5.8,7.5,0.8297,True,42.72176786464126
3499,8.0,6.7,25.0,9.6,5.4,5.9,48.4,0.0,0.0,6.9,0.4119,False,31.646340180775784
3500,6.7,10.7,21.8,10.3,10.9,13.0,77.3,11.5,7.4,20.5,0.6881,True,36.20867358868105
3501,18.3,8.1,33.0,12.3,10.7,6.3,71.4,2.0,9.5,15.2,0.6324,True,57.92882855055234
3502,1.9,16.5,21.4,7.3,0.9,0.5,7.1,0.0,1.0,2.1,0.0126,False,3.218279722601384
3503,2.0,3.4,36.8,8.2,1.7,6.3,82.8,0.0,0.0,0.0,0.739,False,12.557696347691394
3504,0.5,8.8,8.3,10.5,8.0,2.9,81.4,27.5,0.5,10.1,0.7261,True,28.318465136110618
3505,5.9,16.4,24.9,15.4,9.7,14.7,87.8,20.9,13.4,12.9,0.7938,True,39.97402918050496
3506,1.5,18.3,15.6,15.1,2.7,5.5,98.6,1.7,10.2,39.9,0.9644,True,36.80899392102093
3507,2.4,12.1,33.1,7.7,0.9,1.4,44.3,0.6,0.7,3.2,0.3702,False,4.155452729435797
3508,3.6,15.9,18.8,8.7,5.7,4.4,34.8,18.0,2.6,1.2,0.2605,False,6.63464041652705
3509,7.6,7.0,28.9,0.0,9.6,2.8,74.8,37.9,15.0,10.1,0.6644,False,31.3968885330664
3510,1.9,13.8,28.7,15.3,12.8,4.3,87.7,7.0,8.8,31.5,0.7919,True,39.78435221438569
3511,9.9,4.4,28.2,5.5,1.4,1.5,32.0,27.0,0.0,9.3,0.2298,False,6.13553457293814
3512,4.0,13.6,18.3,7.8,3.9,3.5,39.8,31.5,3.6,3.3,0.3218,False,12.489607499286494
3513,8.8,12.6,25.3,5.1,0.0,0.6,19.2,0.0,0.0,2.2,0.0971,False,7.60307890202613
3514,3.8,6.0,34.3,12.4,11.2,32.2,91.5,0.0,5.8,5.1,0.84,True,45.03541425797184
3515,1.6,6.4,29.2,1.7,0.5,0.0,11.7,0.0,1.4,7.6,0.0342,False,5.151652541023642
3516,8.4,16.2,23.9,21.2,18.9,3.4,34.2,5.1,12.8,14.9,0.2532,True,40.34177041005579
3517,20.5,15.0,30.3,6.2,2.0,8.4,59.1,2.9,9.7,25.8,0.5185,True,30.351451409934977
3518,4.0,21.1,30.3,18.4,9.0,3.6,53.2,10.0,12.0,5.6,0.4606,True,36.92814797169756
3519,0.7,17.7,17.2,21.7,3.8,5.7,59.8,7.1,8.8,15.7,0.5244,True,31.250715854216452
3520,9.9,9.3,23.0,6.0,5.0,16.9,94.9,14.1,5.7,1.8,0.8928,True,17.95282475999491
3521,5.2,13.3,32.5,7.3,19.1,10.5,82.3,3.7,7.5,30.4,0.7336,True,38.22410907782661
3522,22.9,0.7,15.4,13.2,13.9,1.3,91.8,0.0,9.7,13.7,0.8446,False,31.06172382958071
3523,1.5,8.9,28.3,10.7,7.5,16.1,56.1,14.5,3.6,30.2,0.4921,True,36.61053370226048
3524,8.4,10.1,34.2,7.9,12.7,5.2,94.9,7.2,11.6,22.2,0.8928,True,45.67677038603837
3525,4.1,13.0,23.4,11.1,2.0,6.2,64.9,0.0,0.0,10.9,0.5752,False,8.92477736539195
3526,5.7,24.6,23.4,17.5,7.2,6.1,68.6,1.8,5.2,16.3,0.6067,False,29.077428810533306
3527,1.2,20.0,25.4,15.4,11.1,15.7,92.4,3.5,5.1,12.3,0.8544,True,39.481775487029594
3528,4.1,3.0,36.6,6.0,16.7,27.4,99.8,0.0,4.6,31.9,0.9871,True,45.571096514458134
3529,6.2,10.8,27.4,16.3,16.6,5.0,75.5,9.7,16.0,26.3,0.6697,True,50.623617545072825
3530,3.8,9.3,17.9,5.6,4.8,1.6,57.7,51.5,1.9,0.4,0.5073,False,5.978683511617499
3531,0.0,11.2,28.1,11.2,8.3,1.8,44.7,0.0,0.5,0.7,0.3759,False,14.272052431224846
3532,7.6,2.8,36.5,5.3,12.2,0.7,74.2,0.0,2.1,8.3,0.6579,False,16.978797093915123
3533,4.7,12.8,33.4,17.4,10.9,1.1,67.2,4.3,5.3,18.8,0.5943,True,44.509580996543214
3534,17.1,5.9,35.5,9.4,9.5,15.5,88.5,15.5,3.5,8.4,0.8036,True,35.7279525535487
3535,3.6,6.3,26.7,6.6,7.9,1.7,48.8,0.0,2.3,2.0,0.4157,False,17.714454290155633
3536,4.5,11.3,28.6,14.1,12.7,10.1,84.6,0.6,2.1,6.2,0.7596,True,21.518715782645437
3537,3.6,7.9,25.9,9.6,2.3,0.2,37.0,1.3,0.0,1.1,0.2849,False,9.626984505462492
3538,2.9,19.3,22.6,10.6,4.9,0.0,19.0,5.0,0.0,2.6,0.0949,False,8.33397598444065
3539,4.6,20.0,30.4,8.7,6.5,14.3,92.1,3.2,1.5,26.5,0.8497,True,50.68400622693675
3540,3.4,4.4,15.3,4.9,5.7,4.1,36.9,31.5,13.6,20.4,0.2842,False,31.547395382857072
3541,4.8,11.6,24.5,3.4,3.9,1.2,71.1,0.0,0.0,4.8,0.6291,False,9.234349234851154
3542,2.9,10.7,27.4,8.8,14.2,8.9,62.3,0.0,2.3,14.8,0.5482,True,21.60500202143686
3543,8.7,32.7,19.2,15.6,1.9,0.5,15.0,1.2,1.6,15.0,0.0577,False,8.541493758460176
3544,0.7,17.2,23.3,11.2,3.0,12.4,71.2,4.9,2.1,21.1,0.6304,True,0.7999306124978567
3545,28.3,0.0,44.8,7.2,5.5,0.2,50.7,0.0,0.0,10.4,0.435,False,25.95552443337491
3546,27.9,0.5,44.8,6.1,4.4,0.0,49.8,0.0,2.0,11.7,0.4254,False,22.374194475311388
3547,2.0,0.6,26.7,5.0,13.6,23.6,86.6,68.8,1.8,14.4,0.7799,False,23.42646873912412
3548,10.0,17.5,29.1,13.2,25.2,19.6,90.8,11.5,3.5,24.9,0.8312,True,51.40259296819784
3549,2.5,34.9,21.0,7.8,0.7,0.4,3.3,17.9,3.2,1.5,0.0034,False,6.348187248439913
3550,8.6,16.6,15.2,14.3,4.5,27.8,94.6,10.1,15.7,27.5,0.8876,True,37.983620907504864
3551,8.0,9.7,26.2,11.3,9.5,0.6,65.7,5.4,4.1,2.6,0.5828,False,22.107720017434733
3552,0.8,10.0,19.7,2.9,2.6,12.2,66.5,72.6,2.4,0.6,0.5891,False,12.215408435604315
3553,2.8,20.0,19.6,15.9,5.9,0.0,32.0,16.9,2.1,1.5,0.2298,False,7.059976316104121
3554,5.0,13.1,21.5,9.3,0.0,4.4,72.0,0.0,2.0,0.0,0.638,False,4.414376747075128
3555,0.0,7.8,27.5,4.2,4.9,0.4,55.4,65.8,0.0,0.4,0.4835,False,19.336698841801713
3556,2.0,7.5,27.3,3.6,3.1,30.1,91.4,0.8,2.2,20.6,0.8391,True,34.987431776669204
3557,4.9,8.1,32.0,5.6,5.6,4.6,46.3,0.0,0.3,5.3,0.3902,False,8.40215327153554
3558,0.0,0.0,4.8,2.4,0.0,0.0,23.2,71.3,0.0,7.2,0.1367,False,10.819764154249029
3559,0.4,7.0,27.6,11.1,12.6,5.7,92.5,0.0,0.0,10.0,0.8566,True,0.3719760725170893
3560,2.8,10.9,21.2,5.7,6.1,16.4,67.8,37.1,13.1,19.3,0.6013,True,32.16685139458146
3561,4.4,15.1,26.0,12.6,3.9,1.3,60.0,5.9,0.5,11.5,0.5261,False,14.179114715880386
3562,6.9,10.2,32.4,11.9,14.8,6.9,75.4,5.8,8.1,7.6,0.669,True,40.07958056417688
3563,0.6,22.4,24.5,17.4,0.9,0.1,8.3,0.0,3.6,19.9,0.0161,True,19.72511900101452
3564,6.4,8.4,23.4,13.8,0.0,1.0,68.9,5.2,0.0,13.6,0.6086,False,11.309749028897295
3565,8.1,19.7,27.6,14.2,0.0,1.1,43.1,0.0,19.7,30.3,0.3576,False,33.27297972715043
3566,5.8,12.8,28.3,3.8,2.2,1.7,37.6,15.7,2.3,1.2,0.2925,False,-0.3120904361459642
3567,3.2,19.8,14.7,12.4,2.3,1.5,18.8,0.0,3.2,14.3,0.0923,True,21.697164317681494
3568,11.7,3.7,28.8,6.8,13.9,11.7,67.6,62.1,0.0,10.9,0.5981,False,33.78683462796463
3569,0.8,13.8,17.2,8.1,2.4,3.6,40.2,10.3,0.0,2.5,0.3259,False,-4.956755393886699
3570,7.1,7.7,29.9,14.6,13.3,12.0,91.9,60.9,24.4,39.1,0.8464,True,61.05289456860539
3571,5.1,12.8,20.7,14.5,0.0,0.5,41.3,44.1,8.4,23.5,0.3386,False,37.32082462008472
3572,6.6,17.6,20.0,15.0,0.7,0.0,20.6,24.2,1.5,5.6,0.1095,False,19.217951630042403
3573,7.8,10.7,22.0,13.4,16.9,3.1,65.6,27.6,7.6,6.3,0.5816,True,34.45807648389942
3574,0.0,11.3,14.2,9.5,0.0,0.0,31.7,28.1,0.8,5.1,0.2262,False,7.588640866951857
3575,0.0,11.2,30.6,15.8,11.2,0.3,56.1,0.0,0.0,9.5,0.4921,True,22.980202082937637
3576,8.4,4.4,27.9,13.5,10.8,16.9,94.3,3.7,2.0,17.7,0.8833,True,36.45174644048237
3577,2.7,4.9,30.2,9.4,1.6,1.1,61.3,0.0,0.0,7.0,0.5388,False,5.245519198102353
3578,5.6,4.6,31.6,13.7,20.8,8.5,90.6,16.1,14.3,12.9,0.8289,True,52.251798267311
3579,4.9,9.0,25.9,9.6,7.7,11.8,87.7,10.4,2.9,10.5,0.7919,False,18.87570467998396
3580,5.3,7.9,41.5,10.2,6.8,18.6,89.7,1.8,1.9,58.9,0.817,True,40.72461211152438
3581,4.1,9.0,22.5,16.6,12.8,2.5,60.1,32.8,3.0,11.5,0.5275,True,27.895333233563814
3582,27.2,10.1,33.8,14.6,14.1,0.0,78.3,0.0,4.1,32.9,0.6971,True,47.88735740658461
3583,5.6,13.5,29.2,13.0,7.5,2.6,62.5,1.6,2.6,26.7,0.5502,True,28.619241748846356
3584,1.7,20.3,15.9,8.9,1.1,0.9,39.4,0.0,0.5,2.8,0.3156,False,2.7650139262612288
3585,12.6,19.5,22.5,16.2,2.8,2.8,53.0,0.0,6.2,25.3,0.4594,True,25.108449264063747
3586,1.2,17.6,28.5,14.9,7.4,2.9,39.7,9.4,2.0,11.1,0.3199,False,20.817282541960992
3587,1.8,20.0,16.6,1.4,6.0,19.3,81.6,53.3,3.8,4.6,0.7277,False,23.332284622611972
3588,2.1,14.3,23.0,19.4,11.3,4.7,39.4,0.0,4.0,22.3,0.3156,True,21.000272370338664
3589,1.3,11.7,26.1,10.6,7.7,5.0,32.3,10.1,4.2,11.2,0.2336,False,14.588643859577282
3590,2.4,17.3,23.8,11.9,5.4,2.2,23.5,1.9,1.1,3.3,0.1383,False,2.5054087192540573
3591,3.9,3.8,37.7,6.8,10.4,0.7,29.8,2.6,0.0,0.5,0.2052,False,14.960331509574273
3592,6.0,8.4,40.2,12.7,15.2,32.5,93.6,27.4,15.3,28.0,0.8737,True,59.74314827545861
3593,4.1,19.7,21.4,13.9,8.5,3.4,50.5,1.8,1.6,1.2,0.4322,False,11.82794464576823
3594,0.8,15.9,21.9,13.7,7.0,2.0,75.7,47.2,14.7,8.0,0.6711,False,9.343606340405268
3595,1.0,4.6,16.7,7.2,2.3,0.0,47.7,44.4,0.0,34.0,0.4042,False,19.58833167165443
3596,0.3,12.5,21.9,19.6,0.0,2.7,37.5,18.3,11.1,12.4,0.2915,False,3.9544472597699745
3597,3.1,30.4,10.5,28.6,0.0,0.0,9.8,0.0,3.0,15.7,0.0235,False,21.262639112318073
3598,7.7,19.1,17.4,11.9,4.6,0.8,51.5,31.5,2.3,2.9,0.4439,False,4.4941501219598035
3599,2.7,11.5,29.6,11.9,16.9,11.4,87.1,6.0,12.1,22.2,0.7846,True,41.13336840647551
3600,2.2,16.0,27.2,18.1,8.7,1.6,37.6,4.9,5.4,12.7,0.2925,True,30.705280650429252
3601,7.5,16.2,26.2,13.0,1.5,3.4,40.9,0.0,4.7,31.4,0.334,True,24.31204429310833
3602,5.4,6.3,38.8,7.3,4.1,6.3,68.9,0.6,1.1,1.6,0.6086,False,23.249552968534612
3603,0.0,24.1,21.3,21.3,11.2,1.8,52.2,0.0,0.0,40.4,0.4515,True,27.268225533406007
3604,1.9,17.7,33.2,8.1,17.0,16.8,85.9,0.0,0.0,25.1,0.7725,True,44.75763870488673
3605,5.2,5.2,26.0,9.3,15.6,11.3,82.3,34.2,5.5,11.6,0.7336,False,23.657603375962207
3606,3.8,13.5,20.2,14.0,4.0,1.6,35.8,0.5,1.9,4.0,0.2707,False,5.786197990580851
3607,4.7,9.0,27.5,8.2,12.2,6.2,64.3,28.4,2.9,5.6,0.5682,True,28.30184186023467
3608,5.0,12.3,26.9,20.5,13.8,2.2,55.9,0.0,1.5,11.3,0.4895,True,28.876116329036048
3609,3.6,11.1,27.6,9.2,6.4,1.1,41.7,11.9,7.0,17.3,0.344,False,28.189797582978347
3610,1.1,26.3,23.4,14.6,10.1,2.7,25.6,0.0,3.2,15.4,0.1614,True,25.20249282503076
3611,9.1,19.0,27.2,20.2,1.5,31.0,98.8,0.0,5.7,37.8,0.9692,True,48.078357598224464
3612,9.7,1.9,12.3,5.4,4.9,2.8,82.5,65.8,1.6,13.6,0.7358,False,26.09838748418858
3613,0.0,8.5,34.1,7.0,15.4,3.3,71.4,9.3,0.0,6.7,0.6324,True,29.662346670405412
3614,2.4,13.9,35.6,3.1,0.0,0.0,23.7,0.0,0.0,0.9,0.1406,False,-5.538278631418496
3615,1.3,14.2,16.1,30.0,4.4,3.9,54.5,42.1,12.9,15.0,0.4733,False,44.48232264031012
3616,0.0,4.4,28.6,9.8,2.7,0.0,29.7,0.0,8.1,2.7,0.204,False,13.14940145499947
3617,0.0,17.3,21.9,20.7,5.0,3.4,11.9,0.0,6.4,22.2,0.0356,True,29.613811094675743
3618,2.5,6.2,36.2,2.8,6.6,0.7,73.9,0.0,3.6,2.3,0.6546,False,9.56987624933108
3619,0.8,14.2,15.2,15.3,0.0,10.9,83.9,0.0,5.3,21.3,0.7504,True,21.14243050176353
3620,1.9,20.5,23.5,9.5,5.6,1.0,15.9,0.0,0.0,3.9,0.0648,False,-1.2447209051547254
3621,38.6,9.7,42.2,14.3,5.4,26.0,96.4,0.0,17.4,48.1,0.9182,True,54.678649747055125
3622,4.5,11.4,20.3,7.8,3.1,0.0,37.7,40.5,0.0,6.5,0.2937,False,25.4935640728798
3623,0.0,20.4,15.4,14.0,7.6,50.4,99.8,7.8,0.0,10.5,0.9871,True,43.100602701555616
3624,3.7,12.3,13.4,12.4,2.6,9.3,41.2,30.6,8.5,2.0,0.337,True,18.709530821669304
3625,6.9,9.6,31.4,14.0,21.0,2.1,53.7,16.2,0.0,7.5,0.4652,False,24.49155608332523
3626,6.1,15.5,35.8,6.4,17.8,2.5,26.5,13.3,1.9,7.6,0.1709,False,19.18039688768725
3627,4.6,14.8,29.5,7.7,13.5,13.0,60.2,24.8,12.2,13.2,0.5285,False,14.28614018052419
3628,3.5,6.4,41.2,9.8,20.9,9.4,88.4,30.8,18.9,31.9,0.8024,True,47.2522083081296
3629,1.1,8.7,25.6,4.9,3.4,0.5,49.6,0.0,0.8,7.9,0.4233,False,15.23435913359859
3630,9.3,11.9,33.7,11.6,3.3,19.7,99.3,2.8,2.0,13.1,0.9779,True,38.90482876711114
3631,5.1,18.2,32.6,10.8,12.4,3.5,81.4,6.2,16.4,14.4,0.7261,True,42.87271955059453
3632,8.6,8.8,32.4,18.8,22.1,10.4,95.0,24.1,5.8,14.2,0.8946,True,46.6657301540738
3633,7.1,7.3,33.6,9.9,10.3,19.5,98.0,0.0,9.6,43.5,0.9493,True,52.02019615248376
3634,5.9,12.1,21.3,13.2,3.5,9.6,31.5,2.1,2.9,9.6,0.2234,True,21.004771524448227
3635,4.5,12.4,20.4,20.9,11.0,8.1,96.5,8.4,11.8,16.7,0.9209,True,46.418475738283405
3636,11.0,8.8,27.2,8.8,2.4,7.0,56.2,1.2,1.3,9.7,0.4927,True,8.438487145944006
3637,6.2,8.8,28.5,17.4,6.6,22.8,100.0,0.0,6.2,47.1,0.9892,True,62.92529718768051
3638,8.4,4.3,33.4,3.3,26.1,38.3,98.7,0.0,9.5,36.7,0.9669,True,44.49950001700716
3639,3.5,15.1,21.6,9.9,5.7,0.0,35.1,24.9,2.1,14.4,0.2643,False,13.424499871659924
3640,0.4,14.7,21.5,14.2,6.6,2.6,40.1,5.1,1.1,9.4,0.3249,True,0.4035149165499661
3641,0.6,12.2,29.7,10.3,13.0,2.6,35.7,0.0,8.2,3.7,0.2697,True,20.188241232810952
3642,2.0,18.6,23.7,18.2,2.5,1.2,31.4,1.8,2.4,5.1,0.2225,True,22.001073545571547
3643,3.3,14.5,19.3,9.1,0.0,4.3,48.0,19.6,1.8,5.0,0.4077,False,14.233593692240152
3644,5.7,13.7,24.5,7.5,5.0,2.8,63.1,30.4,1.1,5.0,0.5577,False,17.538365103262123
3645,0.0,6.4,32.0,2.2,9.3,14.8,60.6,0.0,0.0,14.3,0.5321,False,1.0637094977079045
3646,8.0,5.6,26.5,10.2,4.5,16.9,63.8,50.8,0.0,22.8,0.5638,True,29.98215712005141
3647,4.7,14.5,38.0,12.8,20.2,15.1,96.3,14.4,8.3,19.7,0.916,True,41.91642396125286
3648,7.9,14.6,20.6,11.8,6.8,2.3,35.0,0.0,0.0,8.7,0.2626,False,26.776103472908986
3649,3.8,16.3,28.3,11.6,10.2,1.1,5.2,4.9,2.3,11.1,0.0067,True,18.404402799490477
3650,2.7,9.0,27.0,12.7,24.2,9.6,84.9,34.7,3.4,30.0,0.7629,True,37.20820857464918
3651,6.6,15.1,29.0,18.0,5.7,8.3,38.9,1.5,3.3,12.8,0.3077,True,40.64197878586289
3652,9.3,12.1,26.3,19.3,17.9,2.6,62.7,33.0,6.2,22.0,0.5529,True,33.73516012551997
3653,0.0,4.9,2.2,4.7,0.0,0.0,17.3,100.0,8.3,2.1,0.0775,False,8.014618645586234
3654,3.0,8.8,20.4,8.2,1.8,7.4,88.7,1.1,1.3,7.3,0.8055,False,21.22469565043432
3655,4.0,21.5,16.6,8.8,4.1,6.0,82.9,52.9,5.2,17.0,0.7398,True,30.287065160731267
3656,13.1,17.0,18.4,20.7,10.3,1.8,65.6,15.6,10.1,13.4,0.5816,False,36.12551245726079
3657,5.6,3.8,30.7,12.0,0.0,21.7,91.8,0.0,3.3,28.6,0.8446,True,40.72489036982792
3658,9.8,2.7,1.7,10.4,0.0,3.3,56.8,50.1,5.2,4.8,0.4987,True,29.715259839731697
3659,1.7,15.8,29.5,16.3,9.3,10.6,50.5,19.6,5.4,5.1,0.4322,True,31.184214620409488
3660,11.6,24.8,25.4,13.9,11.4,8.8,92.0,8.3,3.9,37.8,0.848,True,33.58829733523979
3661,2.5,12.2,29.3,6.4,4.1,7.2,68.9,0.0,3.3,16.6,0.6086,True,13.384888071024688
3662,8.0,10.0,33.1,11.1,21.3,29.6,99.7,0.0,6.1,46.9,0.9857,True,78.78970820737072
3663,15.5,8.9,37.5,14.3,14.1,16.9,83.7,0.0,1.7,18.4,0.7482,True,49.192265971567664
3664,1.3,21.1,15.8,16.3,4.9,5.2,48.8,16.8,0.9,10.6,0.4157,False,13.830715304950182
3665,12.6,11.8,9.2,30.1,8.3,8.4,87.1,45.6,39.2,33.0,0.7846,True,55.338507291165485
3666,13.7,15.2,34.5,9.9,14.2,4.1,58.0,30.3,0.0,0.8,0.5098,False,22.90661724121148
3667,0.5,17.6,25.6,15.7,9.7,0.0,12.7,2.9,3.2,19.7,0.0419,False,8.14371359698115
3668,4.5,10.2,29.8,9.9,10.0,1.5,34.0,12.8,0.8,2.5,0.2509,False,11.872165289843542
3669,8.5,12.0,30.0,15.6,4.0,11.9,63.0,6.8,12.9,32.3,0.5559,True,34.117826400033394
3670,4.8,9.4,25.3,5.1,4.3,10.8,76.5,0.0,2.1,4.3,0.6787,False,5.46129693614437
3671,0.0,11.2,19.2,11.1,22.0,6.4,88.9,38.3,3.9,8.1,0.8081,True,27.578136588655138
3672,4.5,14.0,21.9,8.2,9.2,0.5,32.0,24.0,1.2,8.5,0.2298,False,14.806213684407052
3673,16.7,8.8,26.7,13.2,5.5,19.3,97.5,3.1,17.0,25.4,0.9397,True,50.412068619146446
3674,5.8,13.3,32.1,10.8,4.7,5.5,77.2,0.0,7.9,32.8,0.6871,True,44.65495438378242
3675,2.5,9.2,26.9,5.1,6.8,18.1,58.8,21.6,1.4,10.9,0.5155,True,32.713368178476806
3676,9.4,6.4,31.9,5.1,14.3,27.7,74.5,34.2,4.4,4.9,0.6615,True,41.25078704263723
3677,7.8,30.8,11.9,24.1,0.3,1.2,22.0,0.0,6.6,29.7,0.1238,True,18.58186129750583
3678,3.1,17.3,25.6,15.5,10.1,0.4,15.1,0.5,1.9,10.4,0.0588,False,8.203908909074528
3679,7.1,8.6,28.4,9.4,3.4,29.1,98.5,4.0,4.6,17.7,0.9622,True,36.105311798074176
3680,3.3,15.1,23.8,15.1,5.2,6.3,87.4,12.0,2.4,18.0,0.7883,True,22.112862534910384
3681,5.6,33.4,16.4,9.7,2.5,0.0,22.0,9.5,4.5,4.1,0.1238,False,5.983320118463819
3682,6.3,18.3,23.2,17.6,2.8,1.2,39.8,4.2,8.3,30.7,0.3218,False,20.464308938743475
3683,3.0,10.2,24.1,25.5,6.4,7.0,90.5,19.0,31.2,36.5,0.828,True,50.64334850531944
3684,2.5,12.8,29.0,13.5,4.7,8.3,51.4,0.0,1.5,14.2,0.4435,True,19.53074484613081
3685,2.5,2.6,20.8,3.4,4.0,3.2,56.3,16.9,5.9,7.3,0.4936,False,7.747321466120405
3686,6.2,19.1,23.3,21.9,4.7,16.2,97.2,0.0,11.5,35.0,0.9336,True,37.720647089292285
3687,3.7,11.1,26.9,8.3,10.1,10.4,61.6,23.5,5.0,1.8,0.5422,False,19.485539625703296
3688,1.7,2.4,8.4,7.5,7.9,3.6,51.6,95.0,2.5,6.9,0.4451,False,18.74390637082489
3689,4.5,14.8,21.2,18.7,10.3,3.4,67.4,1.1,8.3,7.6,0.5967,True,36.93224884815317
3690,12.5,12.4,41.3,15.1,30.2,2.5,97.8,18.8,18.1,14.9,0.9461,True,46.04808828995267
3691,10.5,15.1,15.4,46.6,5.9,2.6,39.1,18.0,18.8,17.6,0.3102,True,43.173617032588226
3692,9.7,13.1,26.1,15.1,6.4,8.1,56.4,0.0,7.7,44.6,0.4947,True,37.38552443090496
3693,7.5,9.3,26.2,10.5,11.4,2.7,58.7,4.4,6.0,18.2,0.5152,True,26.799266770242177
3694,3.0,4.4,4.4,3.1,3.6,0.3,26.8,28.1,5.5,7.4,0.1739,False,18.381342804609584
3695,5.4,5.3,26.4,4.1,8.9,1.7,51.6,12.7,1.4,0.9,0.4451,False,15.174089688137236
3696,5.1,15.6,22.8,15.2,7.9,3.2,37.8,0.0,1.5,7.8,0.2956,False,21.358829896015266
